sample_code;Code;FW..g.;DW..g.;Bark....;Water.content..g.;Water.percentage;Plot;SubPlot;Class;Species;DiamClass;sample_density;Ntotal (g/100g);Ctotal (g/100g);Al (mg/Kg);As (mg/Kg);Be (mg/Kg);Bi (mg/Kg);B (mg/Kg);Ca (g/100g);Cd (mg/Kg);Co (mg/Kg);Cr (mg/Kg);Cu (mg/Kg);Fe (mg/Kg);K (g/100g);La (mg/Kg);Li (mg/Kg);Mg (g/100g);Mn (mg/Kg);Mo (mg/Kg);Na (g/100g);Ni (mg/Kg);Pb (mg/Kg);P (g/100g);Rb (mg/Kg);Sb (mg/Kg);Se (mg/Kg);Si (mg/Kg);S (g/100g);Sr (mg/Kg);Ti (mg/Kg);Tl (mg/Kg);V (mg/Kg);Zn (mg/Kg)
1041;63FS2;12.4975;8.2825;100;4.215;33.24459463;6;3;2;FS;1;765.0275219;0.3554;47.73;10.91698842;6.76E-02;<0,01;<0,01;<0,01;0.282239382;7.72E-02;<0,01;0.810810811;2.239382239;9.739382239;0.129054054;<0,01;0.135135135;0.035617761;88.32046332;<0,01;<0,01;0.685328185;0.82046332;0.026052124;4.111969112;<0,01;<0,01;530.8880309;0.021534749;17.47104247;0.55019305;<0,01;<0,01;4.913127413
1042;63FS4;15.687;10.1225;51.25;5.5645;32.0561067;6;3;4;FS;1;650.620055;0.3557;46.18;22.62487757;<0,01;<0,01;<0,01;<0,01;0.305582762;8.57E-02;7.35E-02;0.159157689;1.94662096;17.06660137;0.012891773;<0,01;0.293829579;0.036814398;125.244858;<0,01;<0,01;0.991674829;2.522037218;0.012328599;0.710088149;<0,01;<0,01;328.1096964;0.019453967;17.59304603;1.126346719;<0,01;<0,01;9.806562194
1043;64AA1;8.9465;5.6125;100;3.334;36.24495514;6;4;1;AA;1;630.1076884;0.2258;47.78;56.24421832;<0,01;<0,01;<0,01;<0,01;0.277173913;0.33533765;<0,01;0.208140611;2.717391304;18.02728955;0.061112396;<0,01;0.150323774;0.024248381;98.63552266;<0,01;4.19E-04;0.358464385;1.618871415;0.013031915;1.399167438;<0,01;<0,01;49.59528215;0.017275671;12.55781684;1.295097132;<0,01;<0,01;17.96947271
1044;64AA2;12.14525;8.685;100;3.46025;29.67801359;6;4;2;AA;1;688.6636246;0.1301;48.32;32.63239875;0.189141077;<0,01;<0,01;<0,01;0.129617267;0.289274588;8.90E-02;0.200267023;2.113929684;11.86025812;0.039786382;<0,01;0.267022697;0.020149088;36.3929684;<0,01;4.31E-04;0.31152648;0.734312417;0.006626613;0.912327548;<0,01;<0,01;22.08500223;0.009577214;6.508678238;0.789942145;<0,01;<0,01;14.20783267
1045;64AA4;9.009;5.5725;90;3.4365;39.44502551;6;4;4;AA;1;508.0392818;0.37335;49.534;170.2453988;<0,01;<0,01;<0,01;<0,01;0.434874941;1.014629542;2.36E-02;0.707881076;6.158565361;97.56960831;0.031193959;<0,01;0.448324681;0.034237848;192.0717319;<0,01;2.37E-03;1.592732421;8.270410571;0.017720623;0.755073148;<0,01;<0,01;157.3855592;0.031170363;17.85040113;5.379896177;<0,01;5.90E-02;32.42095328
1046;64FS1;11.99225;7.51;100;6.35975;48.55920068;6;4;1;FS;1;698.9333178;0.36348;47.889;17.3943662;4.69E-02;<0,01;<0,01;<0,01;0.329694836;0.105633803;9.39E-02;1.537558685;2.546948357;22.12441315;0.08564554;<0,01;0.164319249;0.023474178;103.3920188;<0,01;<0,01;1.138497653;1.185446009;0.017159624;2.582159624;<0,01;<0,01;461.971831;0.020387324;22.73474178;0.762910798;<0,01;<0,01;7.65258216
1047;64FS2;13.80925;8.9375;100;4.87175;34.9167842;6;4;2;FS;1;641.1534268;0.4214;47.32;14.07922912;1.07E-02;<0,01;<0,01;<0,01;0.360599572;9.64E-02;5.35E-02;0.235546039;2.505353319;12.76231263;0.124411135;<0,01;0.267665953;0.036905782;117.4518201;<0,01;2.07E-04;0.867237687;0.706638116;0.0375803;3.565310493;<0,01;<0,01;435.8672377;0.025074946;19.93576017;0.588865096;<0,01;<0,01;8.104925054
1048;64FS4;11.4295;7.1575;33.33333333;4.272;38.53029697;6;4;4;FS;1;587.2028568;0.32423;46.84;20.08196721;1.17E-02;<0,01;<0,01;<0,01;0.265690867;9.37E-02;2.34E-02;0.304449649;2.24824356;15.36299766;0.02235363;<0,01;0.210772834;0.033278689;159.3676815;<0,01;1.20E-03;0.644028103;1.194379391;0.011537471;0.74941452;<0,01;<0,01;321.5456674;0.018548009;16.34660422;0.843091335;<0,01;<0,01;7.236533958
1085;65AA1;8.69125;6.89;100;1.80125;22.77313556;6;5;1;AA;1;641.5934853;0.21298;49.212;76.02697095;<0,01;<0,01;<0,01;<0,01;0.214315353;0.549792531;<0,01;0.363070539;2.70746888;18.19502075;0.114937759;<0,01;0.165975104;0.02939834;132.0539419;<0,01;2.66E-04;0.414937759;0.902489627;0.018858921;2.520746888;<0,01;<0,01;41.17219917;0.015684647;9.159751037;1.192946058;<0,01;<0,01;18.37136929
1086;65AA2;8.69;6.1125;98.5;2.5775;29.65697197;6;5;2;AA;1;619.6774487;0.1932;48.04;26.45976447;<0,01;<0,01;<0,01;<0,01;0.154195289;<0,01;<0,01;0.429342493;1.987242395;11.29784102;0.031256133;<0,01;<0,01;0.024153582;50.55201178;<0,01;1.93E-04;<0,01;0.785083415;0.005507851;0.318940137;<0,01;<0,01;37.46319921;0.010441609;6.415603533;0.797350343;3.999018646;<0,01;12.56133464
1087;65AA4;11.89975;6.9675;95;4.93225;35.49200258;6;5;4;AA;1;564.1695947;0.2996;48.74;110.4185727;8.01E-02;<0,01;<0,01;<0,01;0.254117109;0.526075023;<0,01;0.503202196;3.259377859;56.49588289;0.011267155;<0,01;0.19441903;0.017863678;99.61116194;<0,01;6.53E-04;0.491765782;4.563129003;0.00668344;0.434583715;<0,01;<0,01;132.4336688;0.017806496;11.97392498;4.208600183;<0,01;2.29E-02;22.01509607
1088;65FS1;13.325;8.5575;98;4.7675;35.75551119;6;5;1;FS;1;649.6316903;0.2652;47.24;13.20546737;<0,01;<0,01;<0,01;<0,01;0.301256614;8.82E-02;<0,01;9.92E-02;2.105379189;9.126984127;0.07462522;<0,01;0.363756614;0.021593915;104.6957672;<0,01;<0,01;0.396825397;0.793650794;0.022442681;2.402998236;<0,01;<0,01;596.4506173;0.016082451;18.52954145;0.661375661;<0,01;<0,01;7.804232804
1089;65FS2;15.11033333;8.38;100;9.523666667;59.3873735;6;5;2;FS;1;652.3845391;0.5134;47.71;12.43772242;<0,01;<0,01;<0,01;<0,01;0.374911032;<0,01;<0,01;<0,01;2.571174377;13.4252669;0.1863879;<0,01;<0,01;0.035516014;101.3345196;<0,01;5.59E-04;0.631672598;0.960854093;0.043692171;4.786476868;<0,01;<0,01;653.113879;0.029982206;18.88790036;0.720640569;5.925266904;<0,01;4.973309609
1090;65FS4;17.7535;11.325;43.75;6.4285;35.69475543;6;5;4;FS;1;809.7789874;0.3178;37.698;24.9188688;0.173852573;<0,01;<0,01;<0,01;0.309921187;0.127491887;<0,01;0.231803431;2.445526194;16.53917478;0.03853732;<0,01;0.208623088;0.028569773;145.1089476;<0,01;7.27E-04;0.567918405;1.13583681;0.015971256;0.718590635;<0,01;<0,01;268.312471;0.021986555;16.45804358;1.228558183;<0,01;<0,01;9.677793231
