sample_code;Code;FW..g.;DW..g.;Bark....;Water.content..g.;Water.percentage;Plot;SubPlot;Class;Species;DiamClass;sample_density;Ntotal (g/100g);Ctotal (g/100g);Al (mg/Kg);As (mg/Kg);Be (mg/Kg);Bi (mg/Kg);B (mg/Kg);Ca (g/100g);Cd (mg/Kg);Co (mg/Kg);Cr (mg/Kg);Cu (mg/Kg);Fe (mg/Kg);K (g/100g);La (mg/Kg);Li (mg/Kg);Mg (g/100g);Mn (mg/Kg);Mo (mg/Kg);Na (g/100g);Ni (mg/Kg);Pb (mg/Kg);P (g/100g);Rb (mg/Kg);Sb (mg/Kg);Se (mg/Kg);Si (mg/Kg);S (g/100g);Sr (mg/Kg);Ti (mg/Kg);Tl (mg/Kg);V (mg/Kg);Zn (mg/Kg)
40;12FS1;2369.3;1553.37;95;815.93;34.4375976;1;2;1;FS;25;640.5635784;0.16395;48.275;1.639941691;<0,01;<0,01;<0,01;<0,01;0.108078231;<0,01;<0,01;<0,01;1.141885326;2.636054422;0.043124393;<0,01;<0,01;0.015439747;50.27939747;<0,01;<0,01;0.570942663;0.170068027;0.002374879;1.105442177;<0,01;<0,01;12.47570457;0.008662536;8.066083576;0.267249757;0.886783285;<0,01;1.858600583
76;13FS1;1710.1;1010.26;100;699.84;40.92392258;1;3;1;FS;25;451.322008;0.14972;47.792;12.84280118;<0,01;<0,01;<0,01;<0,01;0.09463761;7.35E-02;8.57E-02;0.330558276;1.444662096;18.21743389;0.1456905;<0,01;0.28158668;0.026738492;62.4877571;<0,01;7.43E-03;0.820274241;0.183643487;0.005411361;4.99510284;<0,01;<0,01;19.93143976;0.010568071;7.22331048;4.480901077;<0,01;<0,01;3.305582762
112;14FS1;2361.5;1577.14;88;784.36;33.21448232;1;4;1;FS;25;742.9583131;0.1965;47.95;22.33157468;<0,01;<0,01;<0,01;<0,01;0.154220779;<0,01;<0,01;<0,01;0.629058442;17.92816558;0.051724838;<0,01;<0,01;0.017654221;64.74228896;<0,01;<0,01;1.19724026;0.111607143;0.002609578;1.471185065;<0,01;<0,01;41.35551948;0.010988231;11.26217532;10.80560065;2.719155844;<0,01;1.836444805
124;15FS1;2083.3;1260.38;100;822.92;39.50079201;1;5;1;FS;25;498.4590845;0.22725;47.25;34.18043202;<0,01;<0,01;<0,01;<0,01;0.189855993;8.47E-02;3.18E-02;2.12E-02;1.217704363;14.22066921;0.092916137;<0,01;0.29648454;0.03252859;64.66539602;<0,01;7.84E-05;0.889453621;0.540025413;0.007197162;3.547225752;<0,01;<0,01;89.93011436;0.016020754;11.82761542;2.562473528;<0,01;<0,01;5.707327404
137;31FS1;2287.2;1386.8;98;900.4;39.36691151;3;1;1;FS;25;536.7588434;0.12813;46.988;4.943955164;<0,01;<0,01;<0,01;<0,01;0.17183747;6.00E-02;<0,01;<0,01;1.100880705;6.535228183;0.068604884;<0,01;9.01E-02;0.023528823;50.1601281;<0,01;1.94E-04;0.790632506;5.00E-02;0.004277422;2.542033627;<0,01;<0,01;9.557646117;0.010118094;9.537630104;0.700560448;<0,01;<0,01;3.903122498
149;32FS1;2697.5;1569.94;98;1127.56;41.80018536;3;2;1;FS;25;594.8201046;0.2938;47;135.519802;0.383663366;<0,01;<0,01;<0,01;0.340965347;0.111386139;<0,01;0.284653465;1.497524752;79.5049505;0.093490099;<0,01;0.445544554;0.04125;98.47772277;<0,01;3.79E-04;1.262376238;1.138613861;0.007414604;3.79950495;<0,01;<0,01;185.0247525;0.029108911;19.67821782;7.264851485;<0,01;0.136138614;8.551980198
161;33FS1;2843;1660.42;100;1182.58;41.5962012;3;3;1;FS;25;544.1621344;0.1689;47.08;4.631236443;0.238611714;<0,01;<0,01;<0,01;0.119956616;5.42E-02;4.34E-02;1.08E-02;0.954446855;7.51626898;0.054002169;<0,01;0.292841649;0.014121475;39.17570499;<0,01;<0,01;0.629067245;0.151843818;0.003398048;2.26681128;<0,01;<0,01;9.414316703;0.009010846;7.234273319;1.00867679;<0,01;<0,01;3.806941432
173;34FS1;2881.8;NA;97;2881.8;100;3;4;1;FS;25;588.1033218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
185;35FS1;3009.3;1719.79;98;1289.51;42.8508291;3;5;1;FS;25;614.317675;0.1319;46.92;1.706920576;0.162563864;<0,01;<0,01;<0,01;0.125754761;0.116117046;4.64E-02;1.16E-02;0.986994891;7.768230376;0.063190896;<0,01;0.232234092;0.015350673;51.28889921;<0,01;<0,01;0.963771482;0.127728751;0.003842313;2.635856944;<0,01;<0,01;18.10264747;0.009431026;7.721783558;0.406409661;<0,01;<0,01;5.074314909
327;61FS1;1883.7;1202.63;96;681.07;36.15596963;6;1;1;FS;25;555.7262939;0.1568;46.8;5.770120259;5.78E-02;<0,01;<0,01;<0,01;0.100809436;4.63E-02;<0,01;2.31E-02;0.878815911;6.278908418;0.109389454;<0,01;0.393154487;0.02166975;56.5333025;<0,01;<0,01;0.751618871;0.300647549;0.002674607;3.526827012;<0,01;<0,01;10.03700278;0.00711494;8.649398705;1.607308048;<0,01;<0,01;1.3066605
345;62FS1;1360.2;838.74;100;521.46;38.33700926;6;2;1;FS;25;537.9857959;0.1352;47.15;5.434782609;<0,01;<0,01;<0,01;<0,01;0.094202899;<0,01;<0,01;<0,01;0.891861761;6.902638424;0.119565217;<0,01;<0,01;0.021283909;61.80787811;<0,01;1.09E-03;1.235600149;0.232255667;0.004330175;3.167967298;0.343738387;<0,01;30.14678558;0.008545151;7.144184318;0.492382014;3.874024526;<0,01;4.19918246
363;63FS1;1563.9;907.49;100;656.41;41.97263252;6;3;1;FS;25;530.3089956;0.17869;47.043;16.06164384;<0,01;<0,01;<0,01;<0,01;0.091552511;0.136986301;<0,01;0.502283105;1.381278539;17.21461187;0.109828767;<0,01;0.308219178;0.018253425;60.86757991;<0,01;1.30E-03;2.579908676;0.650684932;0.005231735;3.675799087;<0,01;<0,01;27.73972603;0.011351598;7.739726027;1.187214612;<0,01;<0,01;5.639269406
381;64FS1;2076;1225.41;100;850.59;40.97254335;6;4;1;FS;25;641.8068482;0.14039;47.2665;2.024827025;0.101750102;<0,01;<0,01;<0,01;0.074399674;0.132275132;5.09E-02;9.16E-02;0.824175824;2.696377696;0.096886447;<0,01;8.14E-02;0.012698413;51.63817664;<0,01;2.60E-04;1.485551486;0.234025234;0.005057998;2.849002849;<0,01;<0,01;8.628408628;0.009131054;6.613756614;0.223850224;<0,01;<0,01;5.525030525
399;65FS1;1956.6;1212.41;100;744.19;38.03485638;6;5;1;FS;25;587.4500369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;11FS2;3243;2073.36;94;1169.64;36.066605;1;1;2;FS;25;597.5456696;0.22097;47.345;12.30177799;2.40E-02;<0,01;<0,01;<0,01;0.121816434;0.108121096;7.21E-02;0.540605478;1.237385872;41.83085055;0.198822681;<0,01;0.348390197;0.050792888;45.24267179;<0,01;1.13E-03;1.597789524;0.180201826;0.005236665;7.015857761;<0,01;<0,01;47.93368573;0.011841663;8.397405094;5.345987506;<0,01;<0,01;4.649207112
41;12FS2;2261.7;1486.56;99;775.14;34.27244993;1;2;2;FS;25;775.0647929;0.173;48.28;1.459276018;0.237556561;<0,01;<0,01;<0,01;0.115950226;0.135746606;7.92E-02;1.13E-02;1.119909502;5.339366516;0.175565611;<0,01;0.124434389;0.047386878;43.74434389;<0,01;3.08E-04;1.357466063;0.169683258;0.006783937;6.549773756;<0,01;<0,01;21.22171946;0.012319005;8.529411765;0.531674208;<0,01;<0,01;3.359728507
77;13FS2;1864.3;1216.11;90;648.19;34.76854583;1;3;2;FS;25;558.3816671;0.206;46.79;5.976243504;<0,01;<0,01;<0,01;<0,01;0.108667409;0.111358575;5.57E-02;0.129918337;1.030066815;5.178173719;0.249907201;<0,01;0.23199703;0.052236451;49.08129176;<0,01;1.35E-04;2.050853749;5.57E-02;0.011581292;9.140682999;<0,01;<0,01;39.70861173;0.014940609;8.184855234;0.909428359;<0,01;<0,01;3.860430586
113;14FS2;1966.9;1344.21;77;622.69;31.6584473;1;4;2;FS;25;641.4802303;0.213;47.42;10.92362345;0.222024867;<0,01;<0,01;<0,01;0.176953819;6.66E-02;6.66E-02;3.33E-02;1.087921847;8.436944938;0.119893428;<0,01;0.3330373;0.037289076;61.03463588;<0,01;6.75E-04;0.888099467;2.22E-02;0.007262433;4.496003552;<0,01;<0,01;40.45293073;0.012810835;13.52131439;3.097246892;<0,01;<0,01;6.960479574
125;15FS2;1279.7;811.14;100;468.56;36.6148316;1;5;2;FS;25;492.706296;0.3567;48.1;7.725102319;<0,01;<0,01;<0,01;<0,01;1.090552524;0.119372442;5.97E-02;0.119372442;1.398362892;15.6122101;0.230815143;<0,01;0.375170532;0.102319236;90.04092769;<0,01;<0,01;0.920873124;0.110845839;0.009592428;8.935879945;<0,01;<0,01;15.32230559;0.021256821;41.89120055;0.153478854;8.714188267;<0,01;4.953956344
138;31FS2;1273.8;825.18;100;448.62;35.21902967;3;1;2;FS;25;372.5302808;0.25147;46.616;4.512288786;6.72E-02;<0,01;<0,01;<0,01;0.321140553;9.60E-02;<0,01;<0,01;1.286482335;10.78149002;0.098790323;<0,01;0.182411674;0.059408602;75.1344086;<0,01;<0,01;0.51843318;0.115207373;0.009198349;2.726574501;<0,01;<0,01;25.29761905;0.012615207;17.10829493;2.419354839;0.710445469;<0,01;3.379416283
150;32FS2;1344.5;866.21;95;478.29;35.57381926;3;2;2;FS;25;465.2077917;0.2469;47.014;9.358481499;<0,01;<0,01;<0,01;<0,01;0.119149447;8.41E-02;<0,01;1.20E-02;1.417587698;5.418068236;0.155093705;<0,01;0.336376742;0.053531956;35.72801538;<0,01;1.52E-03;0.624699664;8.41E-02;0.005800096;3.543969246;<0,01;<0,01;79.94954349;0.010061269;8.529553099;2.390677559;<0,01;<0,01;2.955309947
162;33FS2;148.7;904;98;-755.3;-507.9354405;3;3;2;FS;25;448.7165956;0.2682;45.12;14.5957058;5.71E-02;<0,01;<0,01;<0,01;1.273412517;0.125628141;6.85E-02;0.274097762;2.272727273;9.456372773;0.187985381;<0,01;0.628140704;0.096710827;138.533577;<0,01;1.24E-04;0.491091823;0.137048881;0.016948378;4.488350845;<0,01;<0,01;23.99497487;0.022772956;80.55047967;5.28780265;4.534033805;<0,01;3.197807218
174;34FS2;1317.9;821.78;95;496.12;37.64473784;3;4;2;FS;25;447.4901183;0.1071;46.46;11.48223122;0.14619883;<0,01;<0,01;<0,01;0.321412506;0.123706703;5.62E-02;0.258659469;8.693207377;16.77912731;0.316351777;<0,01;0.269905533;0.058861898;48.18938372;<0,01;<0,01;0.787224471;0.14619883;0.006846604;8.130904184;<0,01;<0,01;107.9734593;0.011875843;15.90193432;2.215474584;<0,01;<0,01;4.565901934
186;35FS2;1777;1070.69;95;706.31;39.74732696;3;5;2;FS;25;510.9517618;0.1992;48.08;1.157725814;<0,01;<0,01;<0,01;<0,01;0.133425034;<0,01;<0,01;<0,01;0.561668959;3.243924805;0.167354425;<0,01;<0,01;0.054951857;38.29665291;<0,01;1.33E-04;0.790921596;9.17E-02;0.006358322;4.057771664;<0,01;<0,01;23.55570839;0.013033012;9.19303072;0.401192114;7.966529115;<0,01;2.32691426
328;61FS2;1458;928.2;70;529.8;36.33744856;6;1;2;FS;25;452.6987232;0.2295;46.74;7.520891365;1.160631383;0.232126277;<0,01;<0,01;0.102344475;0.754410399;0.464252553;0.383008357;1.891829155;12.40714949;0.113614206;<0,01;0.603528319;0.04178273;67.2818013;1.915041783;5.45E-04;1.160631383;0.893686165;0.004257196;5.32729805;1.949860724;0.232126277;20.90297122;0.0136026;9.029712163;1.973073352;<0,01;0.197307335;6.313834726
346;62FS2;1609.9;1051.21;85;558.69;34.70339773;6;2;2;FS;25;470.6009843;0.2269;46.33;58.33024806;<0,01;<0,01;<0,01;<0,01;0.397260274;0.444279896;3.70E-02;0.296186598;2.138097001;30.18326546;0.154202147;<0,01;0.148093299;0.063763421;264.3465383;<0,01;4.42E-04;1.693817105;5.720103665;0.008982784;5.451684561;<0,01;<0,01;76.83265457;0.016392077;24.50944095;1.360607183;3.045168456;5.55E-02;16.47537949
364;63FS2;NA;1454.14;80;-1454.14;NA;6;3;2;FS;25;608.1798297;0.19467;46.557;4.309063893;<0,01;<0,01;<0,01;<0,01;0.09372214;6.19E-02;3.71E-02;4.95E-02;1.126795443;7.30559683;0.149455176;<0,01;0.29717682;0.031500743;47.20158494;<0,01;3.07E-04;0.44576523;0.14858841;0.00823056;5.299653294;<0,01;<0,01;12.50619118;0.012275879;8.556215948;0.458147598;<0,01;<0,01;2.810797424
382;64FS2;2332.6;1430.71;80;901.89;38.6645803;6;4;2;FS;25;461.4015904;0.16505;46.49;2.376760563;<0,01;<0,01;<0,01;<0,01;0.147997359;0.143045775;4.40E-02;<0,01;1.254401408;7.427376761;0.141065141;<0,01;0.110035211;0.059231954;66.47227113;<0,01;1.49E-04;0.561179577;0.110035211;0.002985255;5.919894366;<0,01;<0,01;10.0022007;0.010768046;14.49163732;1.430457746;<0,01;<0,01;3.873239437
400;65FS2;1415;967.83;98;447.17;31.60212014;6;5;2;FS;25;477.2340368;0.1439;48.28;6.975021169;0.275190517;<0,01;<0,01;<0,01;0.112404742;0.179932261;8.47E-02;1.06E-02;1.270110076;4.625317528;0.103122354;<0,01;0.201100762;0.075381033;87.19305673;<0,01;9.95E-05;0.867908552;0.381033023;0.005784293;3.767993226;<0,01;<0,01;15.41066892;0.010022227;9.568162574;0.687976291;0.402201524;<0,01;2.222692633
6;11FS4;2639.3;1230.34;85;1408.96;53.38385178;1;1;4;FS;25;313.7553159;0.2444;46.98;3.669154229;0.114013267;<0,01;<0,01;<0,01;0.20791874;6.22E-02;4.15E-02;0.228026534;1.399253731;8.592454395;0.310634328;<0,01;0.331674959;0.046817993;134.7429519;<0,01;4.48E-04;1.264510779;0.248756219;0.006399254;12.9145937;<0,01;<0,01;30.18242123;0.015018657;12.11650083;0.570066335;<0,01;<0,01;2.839966833
42;12FS4;1912.6;932.61;60;979.99;51.23862805;1;2;4;FS;25;306.1891402;0.24762;47.839;5.377399651;<0,01;<0,01;<0,01;<0,01;0.212696335;0.152705061;7.64E-02;0.272687609;2.181500873;10.34031414;0.231348168;<0,01;0.229057592;0.075447208;152.9232112;<0,01;1.06E-03;0.741710297;0.218150087;0.010161431;7.744328098;<0,01;<0,01;39.29973822;0.016644852;12.2491274;1.854275742;2.334205934;<0,01;4.123036649
78;13FS4;1843.6;1165.82;80;677.78;36.76394012;1;3;4;FS;25;440.8561376;0.181;47.35;3.666997027;8.67E-02;<0,01;<0,01;<0,01;0.10173439;2.48E-02;<0,01;0.28493558;1.21407334;8.622398414;0.112103568;<0,01;0.384043608;0.036397423;68.48364718;<0,01;<0,01;0.64420218;0.173439049;0.004944252;4.112983152;<0,01;<0,01;16.69970268;0.009474727;6.503964321;1.982160555;<0,01;<0,01;1.313181368
114;14FS4;1040.3;304.92;75;735.38;70.68922426;1;4;4;FS;25;205.7803826;0.660395;46.057;71.4117395;<0,01;<0,01;<0,01;<0,01;0.698371894;0.13924593;9.64E-02;0.224935733;2.763496144;40.94901457;0.123500428;<0,01;0.332047986;0.062907027;262.3179092;<0,01;2.66E-03;2.367180805;0.535561268;0.02001928;1.895886889;<0,01;<0,01;133.6760925;0.031533847;42.22365039;2.420736932;2.399314482;<0,01;8.172664953
126;15FS4;1608.3;447.08;40;1161.22;72.20170366;1;5;4;FS;25;240.661619;0.29356;46.222;12.67803598;8.43E-02;<0,01;<0,01;<0,01;0.279703898;0.234257871;3.75E-02;0.777736132;1.911544228;16.17316342;0.119565217;<0,01;0.206146927;0.056474888;163.1371814;<0,01;2.85E-03;0.833958021;0.131184408;0.006607009;3.626311844;<0,01;<0,01;17.232009;0.01697901;15.4047976;3.673163418;2.773613193;<0,01;3.335832084
139;31FS4;1997.4;773.16;35;1224.24;61.29167918;3;1;4;FS;25;365.7914263;0.1453;45.46;5.178708686;<0,01;<0,01;<0,01;<0,01;0.23501153;3.84E-02;3.84E-02;0.105687932;1.249039201;5.572636434;0.025980015;<0,01;0.201767871;0.161510377;71.22405842;<0,01;1.52E-04;0.691775557;6.73E-02;0.006224058;0.720599539;<0,01;<0,01;22.9631053;0.011471945;17.12144504;0.931975404;14.67140661;<0,01;1.42198309
151;32FS4;1086.1;657.18;60;428.92;39.49175951;3;2;4;FS;25;418.373782;0.2083;45.91;125.7022472;0.105337079;<0,01;<0,01;<0,01;0.147705993;9.36E-02;4.68E-02;0.234082397;1.217228464;63.67041199;0.09221676;<0,01;0.304307116;0.069803371;61.32958801;<0,01;3.43E-04;0.74906367;0.316011236;0.004957865;2.247191011;<0,01;<0,01;147.5889513;0.009057818;12.1488764;6.015917603;<0,01;5.85E-02;2.668539326
163;33FS4;3170;1179.63;60;1990.37;62.78769716;3;3;4;FS;25;412.0580423;0.2658;45.405;9.495073892;9.85E-02;<0,01;<0,01;<0,01;0.309359606;4.93E-02;3.69E-02;0.307881773;1.31773399;9.532019704;0.053682266;<0,01;0.307881773;0.160960591;104.1995074;<0,01;3.63E-04;0.52955665;0.123152709;0.022364532;1.083743842;<0,01;<0,01;39.05172414;0.014211823;20.17241379;1.280788177;12.70935961;<0,01;2.401477833
175;34FS4;2307;884.91;5;1422.09;61.64239272;3;4;4;FS;25;341.1716772;0.2574;47.41;5.969887955;<0,01;<0,01;<0,01;<0,01;0.213147759;0.131302521;5.25E-02;7.88E-02;1.496848739;9.87394958;0.032808123;<0,01;0.175070028;0.119222689;63.55917367;<0,01;3.96E-04;0.568977591;0.105042017;0.01109944;0.822829132;<0,01;<0,01;19.76540616;0.012981443;15.15231092;1.129201681;10.30287115;<0,01;3.615196078
187;35FS4;3085;1297.56;65;1787.44;57.93970827;3;5;4;FS;25;416.9757178;0.2564;45.703;47.42208983;0.355178735;<0,01;<0,01;<0,01;0.312557287;3.44E-02;6.87E-02;0.229147571;4.98395967;31.10678277;0.127749771;<0,01;0.229147571;0.257447296;144.4775435;<0,01;3.10E-03;0.675985335;0.24060495;0.010210816;2.807057745;<0,01;<0,01;96.21906508;0.015937214;19.95875344;3.631989001;27.46333639;<0,01;4.537121907
329;61FS4;1811.9;508.98;60;1302.92;71.90904575;6;1;4;FS;25;212.8759058;0.20347;46.351;6.447058824;0.176470588;<0,01;<0,01;<0,01;0.165882353;8.24E-02;7.06E-02;8.24E-02;1.070588235;6.329411765;0.054705882;<0,01;0.129411765;0.040741176;43.12941176;<0,01;8.74E-04;0.541176471;0.164705882;0.004112941;0.976470588;<0,01;<0,01;28.81176471;0.012741176;12.58823529;0.423529412;<0,01;<0,01;2.058823529
347;62FS4;1240.9;572.23;30;668.67;53.88588927;6;2;4;FS;25;399.4330554;0.5152;47.4;104.5470203;1.72E-02;<0,01;<0,01;<0,01;0.323716845;0.344471237;8.61E-03;0.361694798;3.530830176;79.26283155;0.059834654;<0,01;0.18945918;0.118498105;282.2941784;<0,01;3.52E-03;0.714777816;1.042025491;0.020857733;1.799862212;<0,01;<0,01;170.1687909;0.029503961;22.20978298;5.184292112;13.15880124;5.17E-02;5.985187737
365;63FS4;1552.9;488.76;60;1064.14;68.52598364;6;3;4;FS;25;282.2261043;0.3122;47.43;14.43239502;1.15E-02;<0,01;<0,01;<0,01;0.434125519;0.20766036;0.44993078;0.530687587;1.742039686;132.0950623;0.065839871;<0,01;0.38071066;0.137171204;326.9497;<0,01;1.49E-03;1.580526073;0.230733733;0.001872404;2.341947393;<0,01;<0,01;50.68066451;0.025080757;29.6723581;1.28057222;14.9630826;<0,01;4.856945085
383;64FS4;1955.7;555.44;50;1400.26;71.59891599;6;4;4;FS;25;203.3257252;0.2555;45.78;12.49086925;7.30E-02;<0,01;<0,01;<0,01;0.332359386;0.255661066;0.255661066;0.493060628;1.835281227;151.4791819;0.127282688;<0,01;0.219138057;0.169010226;206.9941563;<0,01;1.74E-03;1.305697589;0.456537619;0.01359569;3.944485026;<0,01;<0,01;30.88933528;0.018042367;23.49342586;1.552227904;18.69065011;<0,01;4.638422206
401;65FS4;2996;1632.43;40;1363.57;45.51301736;6;5;4;FS;25;409.7847652;0.3067;46.215;10.45895852;6.62E-02;<0,01;<0,01;<0,01;0.220322154;0.19858782;0.29788173;0.176522507;2.349955869;20.53177405;0.029446161;<0,01;0.220653133;0.023565899;92.74051192;<0,01;3.41E-04;1.765225066;0.353045013;0.008434466;2.184466019;<0,01;<0,01;34.5211827;0.024646955;9.068843778;1.25772286;5.097087379;<0,01;4.556487202
1001;11AA1;7.88;6.3925;100;1.4875;18.96139484;1;1;1;AA;1;670.5543222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1002;11AA2;8.7;7.49;97;1.21;13.81877529;1;1;2;AA;1;710.217096;0.1342;48.17;62.78208151;8.42E-03;<0,01;<0,01;<0,01;0.139693499;0.446278208;<0,01;0.227349276;3.182889862;14.97137083;0.105338498;<0,01;0.328393398;0.02280229;118.8952509;<0,01;2.27E-04;0.168406871;0.218928932;0.013826204;2.399797912;<0,01;<0,01;32.59514988;0.012116874;6.753115527;0.892556416;<0,01;<0,01;13.11047491
1003;11AA4;6.325;5.655;93;0.67;10.58399869;1;1;4;AA;1;495.4196493;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1004;11FS1;11.03;7.9575;99;3.0725;27.94555442;1;1;1;FS;1;755.7555808;0.2431;48.595;7.454790304;6.73E-02;<0,01;<0,01;<0,01;0.200461716;0.105809927;0.105809927;0.192381685;2.048864948;8.984224702;0.104655637;<0,01;0.317429781;0.023922663;70.96960369;<0,01;<0,01;2.106579454;0.394382455;0.025923432;2.626010004;<0,01;<0,01;288.3801462;0.016246633;12.88957291;0.375144286;<0,01;<0,01;6.233166603
1005;11FS2;8.5075;7.135;98.25;1.3725;16.23220017;1;1;2;FS;1;597.5869405;0.44621;48.93;14.13497217;4.64E-02;<0,01;<0,01;<0,01;0.264958256;6.96E-02;<0,01;0.243506494;2.168367347;11.98979592;0.082224026;<0,01;0.243506494;0.030820965;78.84972171;<0,01;4.88E-04;1.321892393;0.684137291;0.014413265;2.88729128;<0,01;<0,01;365.0278293;0.019399351;17.31215213;1.113172542;<0,01;<0,01;4.232374768
1006;11FS4;6.575;5.8575;63;0.7175;10.8681815;1;1;4;FS;1;687.495542;0.28629;46.991;12.36075407;4.28E-02;<0,01;<0,01;<0,01;0.237039417;7.50E-02;1.07E-02;0.117823479;1.874464439;13.28191945;0.011932305;<0,01;0.171379606;0.025342759;92.70565553;<0,01;<0,01;0.867609254;1.092544987;0.008140531;0.664095973;<0,01;<0,01;374.2502142;0.017020137;14.67437875;0.589117395;<0,01;<0,01;6.266066838
1007;12AA1;7.8875;6.16;100;1.7275;22.53229988;1;2;1;AA;1;703.5075187;0.2487;49.15;51.52182619;0.120144173;<0,01;<0,01;<0,01;0.110032038;0.300360433;<0,01;0.230276332;3.113736484;11.46375651;0.117040449;<0,01;0.120144173;0.021195435;98.02763316;<0,01;1.19E-04;3.00E-02;0.230276332;0.015378454;2.773327994;<0,01;<0,01;26.55186223;0.011453744;5.566680016;0.730877052;<0,01;<0,01;10.59271125
1008;12AA2;7.6075;6.6325;97.25;0.975;12.85255035;1;2;2;AA;1;698.0736419;0.17164;48.2885;17.72882806;0.235243798;<0,01;<0,01;<0,01;0.114414029;0.160393499;<0,01;0.235243798;3.507271172;6.971770744;0.091306672;<0,01;0.320786997;0.015355004;54.46963216;<0,01;1.14E-03;0.203165098;0.213857998;0.009962575;1.047904192;<0,01;<0,01;14.21086399;0.009825706;4.533789564;0.352865697;<0,01;<0,01;8.458083832
1009;12AA4;7.51;6.66;99.75;0.85;11.3174327;1;2;4;AA;1;691.7119025;0.21;48.48;35.34168565;<0,01;<0,01;<0,01;<0,01;0.179271071;<0,01;<0,01;<0,01;3.268792711;12.81321185;0.055330296;<0,01;<0,01;0.030979499;75.05694761;<0,01;4.15E-04;<0,01;0.227790433;0.008726651;1.150341686;<0,01;<0,01;36.83371298;0.01333713;7.425968109;0.797266515;5.979498861;<0,01;12.30068337
1010;12FS1;10.8675;7.73;100;3.1375;28.98803612;1;2;1;FS;1;739.3058417;0.4439;47.431;10.3125;<0,01;<0,01;<0,01;<0,01;0.215375;7.50E-02;<0,01;0.1375;4.025;69.225;0.141125;<0,01;0.2375;0.0311875;83.6375;<0,01;1.29E-03;0.725;0.8;0.0256125;3.1875;<0,01;<0,01;309.5;0.0182625;12.7125;0.425;<0,01;<0,01;6.825
1011;12FS2;10.05;8.5875;98;1.4625;14.61609068;1;2;2;FS;1;762.2280897;0.40786;47.855;14.70797721;<0,01;<0,01;<0,01;<0,01;0.337844255;5.94E-02;<0,01;<0,01;2.409781576;12.6305793;0.116025641;<0,01;0.225546059;0.037511871;92.60446344;<0,01;3.51E-04;0.664767331;0.937796771;0.020880817;2.706552707;<0,01;<0,01;392.331434;0.021569326;20.78584995;0.89031339;<0,01;<0,01;5.828584995
1012;12FS4;7.7925;6.96;51.5;0.8325;10.70585966;1;2;4;FS;1;704.8611411;0.3002;47.6;13.10823101;<0,01;<0,01;1.409731696;<0,01;0.451227831;<0,01;<0,01;<0,01;2.262391996;14.89313324;0.028490223;<0,01;<0,01;0.025204638;161.0959527;0.386539336;3.41E-04;0.250113688;1.114142792;0.010974307;0.386539336;1.4211005;<0,01;520.6912233;0.021202819;21.07776262;0.989085948;4.195088677;<0,01;12.42610277
1049;13AA1;7.3825;6.05;100;4.3575;61.54665469;1;3;1;AA;1;750.7368943;0.1963;48.245;48.98500366;<0,01;<0,01;<0,01;<0,01;0.146762985;9.14E-02;<0,01;9.14E-03;2.670080468;19.05632772;0.134967081;<0,01;<0,01;0.024945135;103.6027798;<0,01;4.31E-04;<0,01;0.338332114;0.020089612;2.5329188;4.57E-02;<0,01;65.68215069;0.013844184;6.59290417;1.435625457;5.312728603;<0,01;11.63130944
1050;13AA2;7.68;0;100;7.68;100;1;3;2;AA;1;646.8957623;0.1705;47.7;27.89039039;8.76E-02;<0,01;<0,01;<0,01;0.118581081;0.137637638;3.75E-02;0.3003003;3.003003003;9.647147147;0.034672172;<0,01;0.187687688;0.019469469;76.5015015;<0,01;<0,01;0.237737738;0.312812813;0.008493493;0.888388388;<0,01;<0,01;20.65815816;0.011352603;5.442942943;0.638138138;<0,01;<0,01;8.108108108
1051;13AA4;5.8475;5.295;95;1.0725;18.23948529;1;3;4;AA;1;709.1521715;0.2946;50.03;72.18125205;<0,01;<0,01;<0,01;<0,01;0.201901016;0.368731563;<0,01;0.442477876;3.654539495;26.63061291;0.0656588;<0,01;0.196656834;0.032792527;79.81809243;<0,01;5.91E-04;0.475254015;0.737463127;0.013266142;1.76171747;<0,01;<0,01;63.49557522;0.018469354;9.275647329;1.868239921;<0,01;<0,01;14.66732219
1052;13FS1;9.82;7.392;100;2.724;27.60539727;1;3;1;FS;1;740.1689174;0.3209;47.29;7.998270644;2.16E-02;<0,01;<0,01;<0,01;0.208819715;6.49E-02;1.08E-02;7.57E-02;2.907479464;6.625594466;0.132836144;<0,01;0.151318634;0.022622136;99.18936446;<0,01;<0,01;0.453955901;0.594466061;0.030587981;3.242542153;<0,01;<0,01;329.4422827;0.017769131;11.99740597;0.345871163;<0,01;<0,01;5.047557285
