"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","Code_sens","sensornumber","Serial","Plot","Subplot"
"16",16,"27/07/2021","3:45","27-7-21 3:45",4,14.6875,17.0625,19.75,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"17",17,"27/07/2021","4:00","27-7-21 4:00",4,14.6875,17.125,19.75,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"18",18,"27/07/2021","4:15","27-7-21 4:15",4,14.6875,17.125,19.8125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"19",19,"27/07/2021","4:30","27-7-21 4:30",4,14.6875,17.125,19.9375,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"20",20,"27/07/2021","4:45","27-7-21 4:45",4,14.6875,17.25,20,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"21",21,"27/07/2021","5:00","27-7-21 5:00",4,14.6875,17.25,20.25,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"22",22,"27/07/2021","5:15","27-7-21 5:15",4,14.6875,17.3125,20.3125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"23",23,"27/07/2021","5:30","27-7-21 5:30",4,14.6875,17.375,20.1875,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"24",24,"27/07/2021","5:45","27-7-21 5:45",4,14.6875,17.375,20.375,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"25",25,"27/07/2021","6:00","27-7-21 6:00",4,14.6875,17.375,20.3125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"26",26,"27/07/2021","6:15","27-7-21 6:15",4,14.6875,17.375,20.375,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"27",27,"27/07/2021","6:30","27-7-21 6:30",4,14.6875,17.5,20.5625,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"28",28,"27/07/2021","6:45","27-7-21 6:45",4,14.75,17.4375,20.375,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"29",29,"27/07/2021","7:00","27-7-21 7:00",4,14.75,17.4375,20.375,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"30",30,"27/07/2021","7:15","27-7-21 7:15",4,14.75,17.5,20.5,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"31",31,"27/07/2021","7:30","27-7-21 7:30",4,14.75,17.625,20.75,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"32",32,"27/07/2021","7:45","27-7-21 7:45",4,14.75,17.6875,20.875,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"33",33,"27/07/2021","8:00","27-7-21 8:00",4,14.75,17.75,21.0625,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"34",34,"27/07/2021","8:15","27-7-21 8:15",4,14.75,18,21.5,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"35",35,"27/07/2021","8:30","27-7-21 8:30",4,14.75,18.0625,21.8125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"36",36,"27/07/2021","8:45","27-7-21 8:45",4,14.75,18.125,21.875,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"37",37,"27/07/2021","9:00","27-7-21 9:00",4,14.8125,18.0625,21.8125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"38",38,"27/07/2021","9:15","27-7-21 9:15",4,14.875,18.125,21.875,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"39",39,"27/07/2021","9:30","27-7-21 9:30",4,14.875,18.1875,21.9375,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"40",40,"27/07/2021","9:45","27-7-21 9:45",4,14.875,18.25,21.75,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"41",41,"27/07/2021","10:00","27-7-21 10:00",4,14.875,18.25,22,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"42",42,"27/07/2021","10:15","27-7-21 10:15",4,14.875,18.375,22,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"43",43,"27/07/2021","10:30","27-7-21 10:30",4,14.9375,18.375,22.25,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"44",44,"27/07/2021","10:45","27-7-21 10:45",4,15,18.5,22.25,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"45",45,"27/07/2021","11:00","27-7-21 11:00",4,15,18.5625,22.5,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"46",46,"27/07/2021","11:15","27-7-21 11:15",4,15,18.875,22.875,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"47",47,"27/07/2021","11:30","27-7-21 11:30",4,15,18.875,22.8125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"48",48,"27/07/2021","11:45","27-7-21 11:45",4,15.0625,18.875,22.75,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"49",49,"27/07/2021","12:00","27-7-21 12:00",4,15.125,18.875,22.875,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"50",50,"27/07/2021","12:15","27-7-21 12:15",4,15.125,18.875,22.625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"51",51,"27/07/2021","12:30","27-7-21 12:30",4,15.125,18.75,22.375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"52",52,"27/07/2021","12:45","27-7-21 12:45",4,15.1875,18.75,22.375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"53",53,"27/07/2021","13:00","27-7-21 13:00",4,15.1875,18.875,22.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"54",54,"27/07/2021","13:15","27-7-21 13:15",4,15.25,18.8125,22.25,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"55",55,"27/07/2021","13:30","27-7-21 13:30",4,15.25,18.625,21.8125,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"56",56,"27/07/2021","13:45","27-7-21 13:45",4,15.25,18.625,21.75,2645,202,0,"94206486",11,"TMS-94206486",1,"2"
"57",57,"27/07/2021","14:00","27-7-21 14:00",4,15.25,18.625,21.875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"58",58,"27/07/2021","14:15","27-7-21 14:15",4,15.25,18.625,21.8125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"59",59,"27/07/2021","14:30","27-7-21 14:30",4,15.3125,18.625,21.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"60",60,"27/07/2021","14:45","27-7-21 14:45",4,15.3125,18.5625,21.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"61",61,"27/07/2021","15:00","27-7-21 15:00",4,15.375,18.625,21.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"62",62,"27/07/2021","15:15","27-7-21 15:15",4,15.375,18.625,21.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"63",63,"27/07/2021","15:30","27-7-21 15:30",4,15.375,18.625,21.625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"64",64,"27/07/2021","15:45","27-7-21 15:45",4,15.375,18.5,21.375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"65",65,"27/07/2021","16:00","27-7-21 16:00",4,15.375,18.4375,21.125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"66",66,"27/07/2021","16:15","27-7-21 16:15",4,15.375,18.375,21.125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"67",67,"27/07/2021","16:30","27-7-21 16:30",4,15.375,18.5,21.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"68",68,"27/07/2021","16:45","27-7-21 16:45",4,15.375,18.5625,21.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"69",69,"27/07/2021","17:00","27-7-21 17:00",4,15.4375,18.625,21.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"70",70,"27/07/2021","17:15","27-7-21 17:15",4,15.4375,18.5625,21.6875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"71",71,"27/07/2021","17:30","27-7-21 17:30",4,15.4375,18.5,21.625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"72",72,"27/07/2021","17:45","27-7-21 17:45",4,15.4375,18.5,21.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"73",73,"27/07/2021","18:00","27-7-21 18:00",4,15.4375,18.4375,21.375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"74",74,"27/07/2021","18:15","27-7-21 18:15",4,15.5,18.5,21.5625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"75",75,"27/07/2021","18:30","27-7-21 18:30",4,15.5,18.4375,21.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"76",76,"27/07/2021","18:45","27-7-21 18:45",4,15.5,18.375,21.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"77",77,"27/07/2021","19:00","27-7-21 19:00",4,15.5,18.375,21.3125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"78",78,"27/07/2021","19:15","27-7-21 19:15",4,15.5,18.375,21.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"79",79,"27/07/2021","19:30","27-7-21 19:30",4,15.5,18.3125,21.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"80",80,"27/07/2021","19:45","27-7-21 19:45",4,15.5,18.375,21.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"81",81,"27/07/2021","20:00","27-7-21 20:00",4,15.5,18.3125,21.1875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"82",82,"27/07/2021","20:15","27-7-21 20:15",4,15.5,18.25,21.0625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"83",83,"27/07/2021","20:30","27-7-21 20:30",4,15.5,18.25,21.125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"84",84,"27/07/2021","20:45","27-7-21 20:45",4,15.5,18.3125,21.1875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"85",85,"27/07/2021","21:00","27-7-21 21:00",4,15.5,18.25,21,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"86",86,"27/07/2021","21:15","27-7-21 21:15",4,15.5,18.1875,20.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"87",87,"27/07/2021","21:30","27-7-21 21:30",4,15.5,18.125,20.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"88",88,"27/07/2021","21:45","27-7-21 21:45",4,15.5,18.125,20.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"89",89,"27/07/2021","22:00","27-7-21 22:00",4,15.5,18.125,20.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"90",90,"27/07/2021","22:15","27-7-21 22:15",4,15.5,18.125,20.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"91",91,"27/07/2021","22:30","27-7-21 22:30",4,15.5,18.125,20.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"92",92,"27/07/2021","22:45","27-7-21 22:45",4,15.5,18,20.625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"93",93,"27/07/2021","23:00","27-7-21 23:00",4,15.5,18.0625,20.625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"94",94,"27/07/2021","23:15","27-7-21 23:15",4,15.5,18,20.625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"95",95,"27/07/2021","23:30","27-7-21 23:30",4,15.5,18,20.5625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"96",96,"27/07/2021","23:45","27-7-21 23:45",4,15.5,18,20.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"97",97,"28/07/2021","0:00","28-7-21 0:00",4,15.5,18,20.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"98",98,"28/07/2021","0:15","28-7-21 0:15",4,15.5,18,20.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"99",99,"28/07/2021","0:30","28-7-21 0:30",4,15.5,17.875,20.375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"100",100,"28/07/2021","0:45","28-7-21 0:45",4,15.4375,17.875,20.375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"101",101,"28/07/2021","1:00","28-7-21 1:00",4,15.4375,17.875,20.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"102",102,"28/07/2021","1:15","28-7-21 1:15",4,15.4375,17.875,20.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"103",103,"28/07/2021","1:30","28-7-21 1:30",4,15.4375,17.8125,20.125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"104",104,"28/07/2021","1:45","28-7-21 1:45",4,15.4375,17.75,20,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"105",105,"28/07/2021","2:00","28-7-21 2:00",4,15.4375,17.75,19.9375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"106",106,"28/07/2021","2:15","28-7-21 2:15",4,15.4375,17.625,19.875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"107",107,"28/07/2021","2:30","28-7-21 2:30",4,15.4375,17.625,19.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"108",108,"28/07/2021","2:45","28-7-21 2:45",4,15.4375,17.625,19.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"109",109,"28/07/2021","3:00","28-7-21 3:00",4,15.375,17.625,19.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"110",110,"28/07/2021","3:15","28-7-21 3:15",4,15.375,17.625,20,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"111",111,"28/07/2021","3:30","28-7-21 3:30",4,15.375,17.625,20.0625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"112",112,"28/07/2021","3:45","28-7-21 3:45",4,15.375,17.75,20.1875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"113",113,"28/07/2021","4:00","28-7-21 4:00",4,15.375,17.6875,20.0625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"114",114,"28/07/2021","4:15","28-7-21 4:15",4,15.375,17.75,20.125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"115",115,"28/07/2021","4:30","28-7-21 4:30",4,15.375,17.75,20.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"116",116,"28/07/2021","4:45","28-7-21 4:45",4,15.375,17.8125,20.375,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"117",117,"28/07/2021","5:00","28-7-21 5:00",4,15.375,17.875,20.5625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"118",118,"28/07/2021","5:15","28-7-21 5:15",4,15.375,18,20.75,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"119",119,"28/07/2021","5:30","28-7-21 5:30",4,15.375,18,20.8125,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"120",120,"28/07/2021","5:45","28-7-21 5:45",4,15.375,18.125,21,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"121",121,"28/07/2021","6:00","28-7-21 6:00",4,15.375,18.125,21.0625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"122",122,"28/07/2021","6:15","28-7-21 6:15",4,15.375,18.25,21.375,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"123",123,"28/07/2021","6:30","28-7-21 6:30",4,15.375,18.25,21.5,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"124",124,"28/07/2021","6:45","28-7-21 6:45",4,15.375,18.375,21.5625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"125",125,"28/07/2021","7:00","28-7-21 7:00",4,15.4375,18.5,21.875,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"126",126,"28/07/2021","7:15","28-7-21 7:15",4,15.4375,18.5,21.75,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"127",127,"28/07/2021","7:30","28-7-21 7:30",4,15.4375,18.625,22,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"128",128,"28/07/2021","7:45","28-7-21 7:45",4,15.4375,18.6875,22.1875,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"129",129,"28/07/2021","8:00","28-7-21 8:00",4,15.5,18.6875,22.125,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"130",130,"28/07/2021","8:15","28-7-21 8:15",4,15.5,18.8125,22.4375,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"131",131,"28/07/2021","8:30","28-7-21 8:30",4,15.5,18.9375,22.75,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"132",132,"28/07/2021","8:45","28-7-21 8:45",4,15.5,19,22.75,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"133",133,"28/07/2021","9:00","28-7-21 9:00",4,15.5,19,22.875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"134",134,"28/07/2021","9:15","28-7-21 9:15",4,15.5625,19.0625,22.9375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"135",135,"28/07/2021","9:30","28-7-21 9:30",4,15.5625,19.125,22.875,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"136",136,"28/07/2021","9:45","28-7-21 9:45",4,15.625,19.125,22.75,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"137",137,"28/07/2021","10:00","28-7-21 10:00",4,15.625,19.25,23.0625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"138",138,"28/07/2021","10:15","28-7-21 10:15",4,15.625,19.4375,23.4375,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"139",139,"28/07/2021","10:30","28-7-21 10:30",4,15.625,19.4375,23.25,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"140",140,"28/07/2021","10:45","28-7-21 10:45",4,15.6875,19.375,23.1875,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"141",141,"28/07/2021","11:00","28-7-21 11:00",4,15.6875,19.625,23.75,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"142",142,"28/07/2021","11:15","28-7-21 11:15",4,15.75,19.5,23.0625,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"143",143,"28/07/2021","11:30","28-7-21 11:30",4,15.75,19.3125,22.5,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"144",144,"28/07/2021","11:45","28-7-21 11:45",4,15.75,19.125,22.125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"145",145,"28/07/2021","12:00","28-7-21 12:00",4,15.75,19.0625,22,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"146",146,"28/07/2021","12:15","28-7-21 12:15",4,15.8125,19,22,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"147",147,"28/07/2021","12:30","28-7-21 12:30",4,15.875,19.25,22.75,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"148",148,"28/07/2021","12:45","28-7-21 12:45",4,15.875,19.25,22.8125,2644,202,0,"94206486",11,"TMS-94206486",1,"2"
"149",149,"28/07/2021","13:00","28-7-21 13:00",4,15.875,19.25,22.625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"150",150,"28/07/2021","13:15","28-7-21 13:15",4,15.875,19.125,22.25,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"151",151,"28/07/2021","13:30","28-7-21 13:30",4,15.875,19,22.0625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"152",152,"28/07/2021","13:45","28-7-21 13:45",4,15.875,19,22.0625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"153",153,"28/07/2021","14:00","28-7-21 14:00",4,15.875,19,22.25,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"154",154,"28/07/2021","14:15","28-7-21 14:15",4,15.875,19,22.0625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"155",155,"28/07/2021","14:30","28-7-21 14:30",4,15.875,19,22.0625,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"156",156,"28/07/2021","14:45","28-7-21 14:45",4,15.875,19,22.125,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"157",157,"28/07/2021","15:00","28-7-21 15:00",4,15.875,19,22.1875,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"158",158,"28/07/2021","15:15","28-7-21 15:15",4,15.875,19,22.1875,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"159",159,"28/07/2021","15:30","28-7-21 15:30",4,15.875,18.6875,21,2643,202,0,"94206486",11,"TMS-94206486",1,"2"
"160",160,"28/07/2021","15:45","28-7-21 15:45",4,15.875,18,19.5,2642,202,0,"94206486",11,"TMS-94206486",1,"2"
"161",161,"28/07/2021","16:00","28-7-21 16:00",4,15.875,18.125,20.375,2642,202,0,"94206486",11,"TMS-94206486",1,"2"
"162",162,"28/07/2021","16:15","28-7-21 16:15",4,15.875,18.375,21.125,2641,202,0,"94206486",11,"TMS-94206486",1,"2"
"163",163,"28/07/2021","16:30","28-7-21 16:30",4,15.875,18.375,20.75,2641,202,0,"94206486",11,"TMS-94206486",1,"2"
"164",164,"28/07/2021","16:45","28-7-21 16:45",4,15.875,18.125,20.1875,2641,202,0,"94206486",11,"TMS-94206486",1,"2"
"165",165,"28/07/2021","17:00","28-7-21 17:00",4,15.875,18,19.8125,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"166",166,"28/07/2021","17:15","28-7-21 17:15",4,15.875,17.875,19.6875,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"167",167,"28/07/2021","17:30","28-7-21 17:30",4,15.875,17.75,19.375,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"168",168,"28/07/2021","17:45","28-7-21 17:45",4,15.875,17.625,19.125,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"169",169,"28/07/2021","18:00","28-7-21 18:00",4,15.875,17.5,19,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"170",170,"28/07/2021","18:15","28-7-21 18:15",4,15.875,17.5,19,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"171",171,"28/07/2021","18:30","28-7-21 18:30",4,15.875,17.375,18.75,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"172",172,"28/07/2021","18:45","28-7-21 18:45",4,15.8125,17.25,18.5625,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"173",173,"28/07/2021","19:00","28-7-21 19:00",4,15.8125,17.25,18.5,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"174",174,"28/07/2021","19:15","28-7-21 19:15",4,15.75,17.125,18.375,2640,202,0,"94206486",11,"TMS-94206486",1,"2"
"175",175,"28/07/2021","19:30","28-7-21 19:30",4,15.75,17.125,18.3125,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"176",176,"28/07/2021","19:45","28-7-21 19:45",4,15.75,17,18.125,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"177",177,"28/07/2021","20:00","28-7-21 20:00",4,15.75,16.9375,17.875,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"178",178,"28/07/2021","20:15","28-7-21 20:15",4,15.75,16.875,17.75,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"179",179,"28/07/2021","20:30","28-7-21 20:30",4,15.75,16.75,17.6875,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"180",180,"28/07/2021","20:45","28-7-21 20:45",4,15.6875,16.8125,17.875,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"181",181,"28/07/2021","21:00","28-7-21 21:00",4,15.6875,16.8125,17.9375,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"182",182,"28/07/2021","21:15","28-7-21 21:15",4,15.625,16.875,18.375,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"183",183,"28/07/2021","21:30","28-7-21 21:30",4,15.625,17.125,18.875,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"184",184,"28/07/2021","21:45","28-7-21 21:45",4,15.625,17.375,19.625,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"185",185,"28/07/2021","22:00","28-7-21 22:00",4,15.625,17.625,20.375,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"186",186,"28/07/2021","22:15","28-7-21 22:15",4,15.625,17.875,21,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"187",187,"28/07/2021","22:30","28-7-21 22:30",4,15.5625,18,21.0625,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"188",188,"28/07/2021","22:45","28-7-21 22:45",4,15.5625,18,21,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"189",189,"28/07/2021","23:00","28-7-21 23:00",4,15.5625,18,21.125,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"190",190,"28/07/2021","23:15","28-7-21 23:15",4,15.5,18.125,21.3125,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"191",191,"28/07/2021","23:30","28-7-21 23:30",4,15.5,18.125,21.375,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"192",192,"28/07/2021","23:45","28-7-21 23:45",4,15.5,18.125,21.25,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"193",193,"29/07/2021","0:00","29-7-21 0:00",4,15.5,18.125,21.375,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"194",194,"29/07/2021","0:15","29-7-21 0:15",4,15.5,18.125,21.5,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"195",195,"29/07/2021","0:30","29-7-21 0:30",4,15.5,18.125,21.5,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"196",196,"29/07/2021","0:45","29-7-21 0:45",4,15.5,18.25,21.625,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
"197",197,"29/07/2021","1:00","29-7-21 1:00",4,15.5,18.1875,21.5625,2639,202,0,"94206486",11,"TMS-94206486",1,"2"
