"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Collar and code","sample_code","...4","Species","Class"
"5168","M5","08/09/21","15:33:09",42,5616,456,899.2,390,0,0,0,0,0,0,0,0,0,25,27,48,0.4961,0.4742,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5169","M5","08/09/21","15:33:10",42,5617,457,899.2,389,0,0,0,0,0,0,0,0,0,25,28,49,0.5022,0.4541,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5170","M5","08/09/21","15:33:11",42,5618,458,899.2,389,0,0,0,0,0,0,0,0,0,25,29,50,0.5093,0.433,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5171","M5","08/09/21","15:33:12",42,5619,459,899.2,389,0,0,0,0,0,0,0,0,0,25,30,51,0.5171,0.4114,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5172","M5","08/09/21","15:33:13",42,5620,460,899.2,389,0,0,0,0,0,0,0,0,0,25,31,52,0.5259,0.3886,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5173","M5","08/09/21","15:33:14",42,5621,461,899.2,390,0,0,0,21,0,0,0,0,0,25,32,53,0.535,0.3672,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5174","M5","08/09/21","15:33:15",42,5622,461,899.2,391,0,0,0,21,0,0,0,0,0,25,32,54,0.5433,0.3507,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5175","M5","08/09/21","15:33:16",42,5623,462,899.2,391,0,0,0,21,0,0,0,0,0,25,33,55,0.5512,0.338,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5176","M5","08/09/21","15:33:17",42,5624,463,899.2,391,0,0,0,21,0,0,0,0,0,25,34,56,0.5592,0.326,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5177","M5","08/09/21","15:33:18",42,5625,464,899.2,391,0,0,0,21,0,0,0,0,0,25,35,57,0.5678,0.3129,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5178","M5","08/09/21","15:33:19",42,5626,465,899.2,391,0,0,0,21,0,0,0,0,0,25,36,58,0.5776,0.2964,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5179","M5","08/09/21","15:33:20",42,5627,466,899.2,390,0,0,0,21,0,0,0,0,0,25,37,59,0.5886,0.2776,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5180","M5","08/09/21","15:33:21",42,5628,467,899.2,390,0,0,0,21,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5181","M5","08/09/21","15:33:22",42,5629,469,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5182","M5","08/09/21","15:33:23",42,5630,470,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5183","M5","08/09/21","15:33:24",42,5631,471,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5184","M5","08/09/21","15:33:25",42,5632,472,899.2,389,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5185","M5","08/09/21","15:33:26",42,5633,473,899.2,389,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5186","M5","08/09/21","15:33:27",42,5634,474,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5187","M5","08/09/21","15:33:28",42,5635,475,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5188","M5","08/09/21","15:33:29",42,5636,477,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5189","M5","08/09/21","15:33:30",42,5637,478,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5190","M5","08/09/21","15:33:31",42,5638,479,899.2,392,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5191","M5","08/09/21","15:33:32",42,5639,480,899.2,392,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5192","M5","08/09/21","15:33:33",42,5640,482,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5193","M5","08/09/21","15:33:34",42,5641,485,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5194","M5","08/09/21","15:33:35",42,5642,487,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5195","M5","08/09/21","15:33:36",42,5643,488,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5196","M5","08/09/21","15:33:37",42,5644,491,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5197","M5","08/09/21","15:33:38",42,5645,495,899.2,391,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5198","M5","08/09/21","15:33:39",42,5646,498,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5199","M5","08/09/21","15:33:40",42,5647,499,899.2,389,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5200","M5","08/09/21","15:33:41",42,5648,499,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5201","M5","08/09/21","15:33:42",42,5649,497,899.2,390,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5202","M5","08/09/21","15:33:43",42,5650,493,899.2,389,0,0,0,20,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5203","R5","08/09/21","15:33:21",42,5628,467,899.2,390,0,0,0,21,0,0,0,0,0,25,39,60,0.6001,0.2581,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5204","End",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5205","M3","08/09/21","15:33:46",42,5653,482,899.3,390,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","33","3AA-C5",3,NA,"AA",5
"5206","M3","08/09/21","15:33:51",43,5658,470,899.3,389,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","33","345",345,NA,NA,NA
"5207","M3","08/09/21","15:33:56",43,5663,464,899.3,390,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","33","345",345,NA,NA,NA
"5208","M3","08/09/21","15:34:01",43,5668,461,899.3,389,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","34","345",345,NA,NA,NA
"5209","M3","08/09/21","15:34:06",43,5673,457,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","34","345",345,NA,NA,NA
"5210","M3","08/09/21","15:34:11",43,5678,455,899.3,389,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","34","345",345,NA,NA,NA
"5211","M3","08/09/21","15:34:16",43,5683,454,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","34","345",345,NA,NA,NA
"5212","M3","08/09/21","15:34:21",43,5688,453,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","34","345",345,NA,NA,NA
"5213","M3","08/09/21","15:34:26",43,5693,453,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","34","345",345,NA,NA,NA
"5214","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5215","M5","08/09/21","15:34:31",43,5698,450,899.3,389,0,0,0,0,0,0,0,0,0,20,0,1,0,0,"21","09","15","34","345",345,NA,NA,NA
"5216","M5","08/09/21","15:34:32",43,5699,450,899.3,389,0,0,0,0,0,0,0,0,0,20,0,2,0,0,"21","09","15","34","345",345,NA,NA,NA
"5217","M5","08/09/21","15:34:33",43,5700,450,899.3,388,0,0,0,0,0,0,0,0,0,20,0,3,0,0,"21","09","15","34","345",345,NA,NA,NA
"5218","M5","08/09/21","15:34:34",43,5701,450,899.3,388,0,0,0,0,0,0,0,0,0,20,-1,4,0,0,"21","09","15","34","345",345,NA,NA,NA
"5219","M5","08/09/21","15:34:35",43,5702,450,899.3,389,0,0,0,0,0,0,0,0,0,20,-1,5,0,0,"21","09","15","34","345",345,NA,NA,NA
"5220","M5","08/09/21","15:34:36",43,5703,450,899.3,389,0,0,0,0,0,0,0,0,0,20,-1,6,0,0,"21","09","15","34","345",345,NA,NA,NA
"5221","M5","08/09/21","15:34:37",43,5704,449,899.3,388,0,0,0,0,0,0,0,0,0,20,-1,7,0,0,"21","09","15","34","345",345,NA,NA,NA
"5222","M5","08/09/21","15:34:38",43,5705,449,899.3,389,0,0,0,0,0,0,0,0,0,20,-1,8,0,0,"21","09","15","34","345",345,NA,NA,NA
"5223","M5","08/09/21","15:34:39",43,5706,449,899.3,389,0,0,0,0,0,0,0,0,0,20,-1,9,0,0,"21","09","15","34","345",345,NA,NA,NA
"5224","M5","08/09/21","15:34:40",43,5707,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-2,10,0,0,"21","09","15","34","345",345,NA,NA,NA
"5225","M5","08/09/21","15:34:41",43,5708,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-2,11,0,0,"21","09","15","34","345",345,NA,NA,NA
"5226","M5","08/09/21","15:34:42",43,5709,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-1,12,0,0,"21","09","15","34","345",345,NA,NA,NA
"5227","M5","08/09/21","15:34:43",43,5710,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-1,13,0.0875,0.0553,"21","09","15","34","345",345,NA,NA,NA
"5228","M5","08/09/21","15:34:45",43,5711,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-1,14,0.0685,0.1105,"21","09","15","34","345",345,NA,NA,NA
"5229","M5","08/09/21","15:34:46",43,5712,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-2,15,0.0218,0.1874,"21","09","15","34","345",345,NA,NA,NA
"5230","M5","08/09/21","15:34:47",43,5713,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-2,16,-0.0219,0.2122,"21","09","15","34","345",345,NA,NA,NA
"5231","M5","08/09/21","15:34:48",43,5714,449,899.3,389,0,0,0,0,0,0,0,0,0,25,-2,17,-0.0554,0.1983,"21","09","15","34","345",345,NA,NA,NA
"5232","M5","08/09/21","15:34:49",43,5715,448,899.3,389,0,0,0,0,0,0,0,0,0,25,-2,18,-0.0818,0.1724,"21","09","15","34","345",345,NA,NA,NA
"5233","M5","08/09/21","15:34:50",43,5716,448,899.3,389,0,0,0,0,0,0,0,0,0,25,-2,19,-0.0948,0.1209,"21","09","15","34","345",345,NA,NA,NA
"5234","M5","08/09/21","15:34:51",43,5717,448,899.3,389,0,0,0,0,0,0,0,0,0,25,-2,20,-0.0896,0.0377,"21","09","15","34","345",345,NA,NA,NA
"5235","M5","08/09/21","15:34:52",43,5718,449,899.3,388,0,0,0,0,0,0,0,0,0,25,-2,21,-0.081,-0.0245,"21","09","15","34","345",345,NA,NA,NA
"5236","M5","08/09/21","15:34:53",43,5719,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,22,-0.0731,-0.0637,"21","09","15","34","345",345,NA,NA,NA
"5237","M5","08/09/21","15:34:54",43,5720,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,23,-0.066,-0.0878,"21","09","15","34","345",345,NA,NA,NA
"5238","M5","08/09/21","15:34:55",43,5721,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,24,-0.0639,-0.0893,"21","09","15","34","345",345,NA,NA,NA
"5239","M5","08/09/21","15:34:56",43,5722,448,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,25,-0.0626,-0.0877,"21","09","15","34","345",345,NA,NA,NA
"5240","M5","08/09/21","15:34:57",43,5723,448,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,26,-0.0617,-0.0851,"21","09","15","34","345",345,NA,NA,NA
"5241","M5","08/09/21","15:34:58",43,5724,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,27,-0.063,-0.0763,"21","09","15","34","345",345,NA,NA,NA
"5242","M5","08/09/21","15:34:59",43,5725,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,28,-0.0629,-0.0737,"21","09","15","34","345",345,NA,NA,NA
"5243","M5","08/09/21","15:35:00",43,5726,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,29,-0.0619,-0.0752,"21","09","15","35","345",345,NA,NA,NA
"5244","M5","08/09/21","15:35:01",43,5727,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,30,-0.0603,-0.0782,"21","09","15","35","345",345,NA,NA,NA
"5245","M5","08/09/21","15:35:02",43,5728,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,31,-0.0584,-0.0816,"21","09","15","35","345",345,NA,NA,NA
"5246","M5","08/09/21","15:35:03",43,5729,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,32,-0.0545,-0.091,"21","09","15","35","345",345,NA,NA,NA
"5247","M5","08/09/21","15:35:04",43,5730,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,33,-0.0503,-0.0997,"21","09","15","35","345",345,NA,NA,NA
"5248","M5","08/09/21","15:35:05",43,5731,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,34,-0.045,-0.1106,"21","09","15","35","345",345,NA,NA,NA
"5249","M5","08/09/21","15:35:06",43,5732,449,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,35,-0.0399,-0.119,"21","09","15","35","345",345,NA,NA,NA
"5250","M5","08/09/21","15:35:07",43,5733,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,36,-0.0367,-0.1189,"21","09","15","35","345",345,NA,NA,NA
"5251","M5","08/09/21","15:35:08",43,5734,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,37,-0.0329,-0.1212,"21","09","15","35","345",345,NA,NA,NA
"5252","M5","08/09/21","15:35:09",43,5735,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,38,-0.0295,-0.1219,"21","09","15","35","345",345,NA,NA,NA
"5253","M5","08/09/21","15:35:10",43,5736,449,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,39,-0.0264,-0.1209,"21","09","15","35","345",345,NA,NA,NA
"5254","M5","08/09/21","15:35:11",43,5737,449,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,40,-0.0238,-0.1186,"21","09","15","35","345",345,NA,NA,NA
"5255","M5","08/09/21","15:35:12",43,5738,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,41,-0.0226,-0.1116,"21","09","15","35","345",345,NA,NA,NA
"5256","M5","08/09/21","15:35:13",43,5739,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,42,-0.0225,-0.1019,"21","09","15","35","345",345,NA,NA,NA
"5257","M5","08/09/21","15:35:14",43,5740,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,43,-0.0224,-0.0932,"21","09","15","35","345",345,NA,NA,NA
"5258","M5","08/09/21","15:35:15",43,5741,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,44,-0.0215,-0.0888,"21","09","15","35","345",345,NA,NA,NA
"5259","M5","08/09/21","15:35:16",43,5742,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,45,-0.0206,-0.085,"21","09","15","35","345",345,NA,NA,NA
"5260","M5","08/09/21","15:35:17",43,5743,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,46,-0.0196,-0.0817,"21","09","15","35","345",345,NA,NA,NA
"5261","M5","08/09/21","15:35:18",43,5744,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,47,-0.0179,-0.0818,"21","09","15","35","345",345,NA,NA,NA
"5262","M5","08/09/21","15:35:19",43,5745,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,48,-0.0166,-0.0801,"21","09","15","35","345",345,NA,NA,NA
"5263","M5","08/09/21","15:35:20",43,5746,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,49,-0.016,-0.0764,"21","09","15","35","345",345,NA,NA,NA
"5264","M5","08/09/21","15:35:21",43,5747,448,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,50,-0.0154,-0.073,"21","09","15","35","345",345,NA,NA,NA
"5265","M5","08/09/21","15:35:22",43,5748,448,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,51,-0.0148,-0.0698,"21","09","15","35","345",345,NA,NA,NA
"5266","M5","08/09/21","15:35:23",43,5749,448,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,52,-0.0142,-0.0669,"21","09","15","35","345",345,NA,NA,NA
"5267","M5","08/09/21","15:35:24",43,5750,448,899.3,387,0,0,0,21,0,0,0,0,0,25,-2,53,-0.0141,-0.0626,"21","09","15","35","345",345,NA,NA,NA
"5268","M5","08/09/21","15:35:25",43,5751,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,54,-0.0143,-0.0579,"21","09","15","35","345",345,NA,NA,NA
"5269","M5","08/09/21","15:35:26",43,5752,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-3,55,-0.0149,-0.052,"21","09","15","35","345",345,NA,NA,NA
"5270","M5","08/09/21","15:35:27",43,5753,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-3,56,-0.0154,-0.0472,"21","09","15","35","345",345,NA,NA,NA
"5271","M5","08/09/21","15:35:28",43,5754,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,57,-0.0153,-0.0448,"21","09","15","35","345",345,NA,NA,NA
"5272","M5","08/09/21","15:35:29",43,5755,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,58,-0.0149,-0.0441,"21","09","15","35","345",345,NA,NA,NA
"5273","M5","08/09/21","15:35:30",43,5756,448,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,59,-0.0143,-0.0442,"21","09","15","35","345",345,NA,NA,NA
"5274","M5","08/09/21","15:35:31",43,5757,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5275","M5","08/09/21","15:35:32",43,5758,449,899.3,389,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5276","M5","08/09/21","15:35:33",43,5759,449,899.3,389,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5277","M5","08/09/21","15:35:34",43,5760,449,899.3,389,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5278","M5","08/09/21","15:35:35",43,5761,450,899.3,388,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5279","M5","08/09/21","15:35:36",43,5762,450,899.3,389,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5280","M5","08/09/21","15:35:37",43,5763,450,899.3,388,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5281","M5","08/09/21","15:35:38",43,5764,450,899.3,388,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5282","M5","08/09/21","15:35:39",43,5765,449,899.3,387,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5283","M5","08/09/21","15:35:40",43,5766,450,899.3,388,0,0,0,20,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5284","R5","08/09/21","15:35:31",43,5757,449,899.3,388,0,0,0,21,0,0,0,0,0,25,-2,60,-0.0132,-0.046,"21","09","15","35","345",345,NA,NA,NA
"5285","End",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5286","M3","08/09/21","15:35:44",43,5770,450,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","35","345",345,NA,NA,NA
"5287","M3","08/09/21","15:35:49",43,5775,451,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","35","345",345,NA,NA,NA
"5288","M3","08/09/21","15:35:54",43,5780,451,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","35","345",345,NA,NA,NA
"5289","M3","08/09/21","15:35:59",43,5785,451,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","35","345",345,NA,NA,NA
"5290","M3","08/09/21","15:36:04",43,5790,452,899.3,391,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","345",345,NA,NA,NA
"5291","M3","08/09/21","15:36:09",43,5795,450,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","345",345,NA,NA,NA
"5292","M3","08/09/21","15:36:14",43,5800,447,899.3,389,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","345",345,NA,NA,NA
"5293","M3","08/09/21","15:36:19",44,5805,444,899.3,388,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5294","M3","08/09/21","15:36:24",44,5810,438,899.3,390,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5295","M3","08/09/21","15:36:29",44,5815,436,899.3,387,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5296","M3","08/09/21","15:36:34",44,5820,435,899.3,387,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5297","M3","08/09/21","15:36:39",44,5825,435,899.3,386,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5298","M3","08/09/21","15:36:44",44,5830,436,899.3,387,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5299","M3","08/09/21","15:36:49",44,5835,437,899.3,386,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","15","36","335",335,NA,NA,NA
"5300","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5301","M5","08/09/21","15:36:53",44,5839,437,899.3,386,0,0,0,0,0,0,0,0,0,20,0,1,0,0,"21","09","15","36","335",335,NA,NA,NA
"5302","M5","08/09/21","15:36:54",44,5840,437,899.3,386,0,0,0,0,0,0,0,0,0,20,0,2,0,0,"21","09","15","36","335",335,NA,NA,NA
"5303","M5","08/09/21","15:36:55",44,5841,438,899.3,387,0,0,0,0,0,0,0,0,0,20,1,3,0,0,"21","09","15","36","335",335,NA,NA,NA
"5304","M5","08/09/21","15:36:56",44,5842,438,899.3,387,0,0,0,0,0,0,0,0,0,20,1,4,0,0,"21","09","15","36","335",335,NA,NA,NA
"5305","M5","08/09/21","15:36:57",44,5843,438,899.3,386,0,0,0,0,0,0,0,0,0,20,1,5,0,0,"21","09","15","36","335",335,NA,NA,NA
"5306","M5","08/09/21","15:36:58",44,5844,438,899.3,386,0,0,0,0,0,0,0,0,0,20,1,6,0,0,"21","09","15","36","335",335,NA,NA,NA
"5307","M5","08/09/21","15:36:59",44,5845,438,899.3,386,0,0,0,0,0,0,0,0,0,20,1,7,0,0,"21","09","15","36","335",335,NA,NA,NA
"5308","M5","08/09/21","15:37:00",44,5846,438,899.3,386,0,0,0,0,0,0,0,0,0,20,1,8,0,0,"21","09","15","37","335",335,NA,NA,NA
"5309","M5","08/09/21","15:37:01",44,5847,438,899.3,386,0,0,0,0,0,0,0,0,0,20,1,9,0,0,"21","09","15","37","335",335,NA,NA,NA
"5310","M5","08/09/21","15:37:02",44,5848,438,899.3,386,0,0,0,0,0,0,0,0,0,25,1,10,0,0,"21","09","15","37","335",335,NA,NA,NA
"5311","M5","08/09/21","15:37:03",44,5849,438,899.3,386,0,0,0,0,0,0,0,0,0,25,1,11,0,0,"21","09","15","37","335",335,NA,NA,NA
"5312","M5","08/09/21","15:37:04",44,5850,438,899.3,386,0,0,0,0,0,0,0,0,0,25,1,12,0,0,"21","09","15","37","335",335,NA,NA,NA
"5313","M5","08/09/21","15:37:05",44,5851,438,899.3,386,0,0,0,0,0,0,0,0,0,25,1,13,0.1189,0.1922,"21","09","15","37","335",335,NA,NA,NA
"5314","M5","08/09/21","15:37:06",44,5852,439,899.3,386,0,0,0,21,0,0,0,0,0,25,2,14,0.1484,0.092,"21","09","15","37","335",335,NA,NA,NA
"5315","M5","08/09/21","15:37:07",44,5853,439,899.3,386,0,0,0,0,0,0,0,0,0,25,2,15,0.1439,0.1314,"21","09","15","37","335",335,NA,NA,NA
"5316","M5","08/09/21","15:37:08",44,5854,438,899.3,385,0,0,0,0,0,0,0,0,0,25,1,16,0.0888,0.266,"21","09","15","37","335",335,NA,NA,NA
"5317","M5","08/09/21","15:37:09",44,5855,438,899.3,385,0,0,0,0,0,0,0,0,0,25,1,17,0.0446,0.3025,"21","09","15","37","335",335,NA,NA,NA
"5318","M5","08/09/21","15:37:10",44,5856,438,899.3,385,0,0,0,0,0,0,0,0,0,25,1,18,0.0135,0.2875,"21","09","15","37","335",335,NA,NA,NA
"5319","M5","08/09/21","15:37:11",44,5857,438,899.3,385,0,0,0,0,0,0,0,0,0,25,1,19,0.0053,0.2158,"21","09","15","37","335",335,NA,NA,NA
"5320","M5","08/09/21","15:37:12",44,5858,438,899.3,385,0,0,0,0,0,0,0,0,0,25,1,20,0.0112,0.1323,"21","09","15","37","335",335,NA,NA,NA
"5321","M5","08/09/21","15:37:13",44,5859,439,899.2,385,0,0,0,0,0,0,0,0,0,25,2,21,0.0238,0.06,"21","09","15","37","335",335,NA,NA,NA
"5322","M5","08/09/21","15:37:14",44,5860,439,899.2,385,0,0,0,0,0,0,0,0,0,25,2,22,0.0311,0.0282,"21","09","15","37","335",335,NA,NA,NA
